Nome,"Wagnild e Young Quando eu faço planos, eu levo eles até o fim",Wagnild e Young Eu costumo lidar com os problemas de uma forma ou de outra,Wagnild e Young Eu sou capaz de depender de mim mais do que qualquer outra pessoa,Wagnild e Young Manter interesse nas coisas é importante para mim,Wagnild e Young Eu posso estar por minha conta se eu precisar,Wagnild e Young Eu sinto orgulho de ter realizado coisas em minha vida,Wagnild e Young Eu costumo aceitar as coisas sem muita preocupação,Wagnild e Young Eu sou amigo de mim mesmo,Wagnild e Young Eu sinto que posso lidar com várias coisas ao mesmo tempo,Wagnild e Young Eu sou determinado,Wagnild e Young Eu raramente penso sobre o objetivo das coisas,Wagnild e Young Eu faço as coisas um dia de cada vez,Wagnild e Young Eu posso enfrentar tempos difíceis porque já experimentei dificuldades antes,Wagnild e Young Eu sou disciplinado,Wagnild e Young Eu mantenho interesse nas coisas,Wagnild e Young Eu normalmente posso achar motivo para rir,Wagnild e Young Minha crença em mim mesmo me leva a atravessar tempos difíceis,"Wagnild e Young Em uma emergência, eu sou uma pessoa em quem as pessoas podem contar",Wagnild e Young Eu posso geralmente olhar uma situação em diversas maneiras,Wagnild e Young Às vezes eu me obrigo a fazer coisas querendo ou não,Wagnild e Young Minha vida tem sentido,Wagnild e Young Eu não insisto em coisas as quais eu não posso fazer nada sobre elas,"Wagnild e Young Quando eu estou numa situação difícil, eu normalmente acho uma saída",Wagnild e Young Eu tenho energia suficiente para fazer o que eu tenho que fazer,Wagnild e Young Tudo bem se há pessoas que não gostam de mim,Wagnild e Young Total,Wagnild e Young Resultado
c01578326a,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,2. Muito pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,151.0,Alta
78e4e7f319,3. Pouco característico,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,6.Muito característico,4. Indiferente,3. Pouco característico,6.Muito característico,3. Pouco característico,3. Pouco característico,3. Pouco característico,6.Muito característico,6.Muito característico,3. Pouco característico,6.Muito característico,4. Indiferente,6.Muito característico,6.Muito característico,3. Pouco característico,3. Pouco característico,6.Muito característico,6.Muito característico,116.0,Média
d82cfa53e7,3. Pouco característico,3. Pouco característico,3. Pouco característico,5. Característico,5. Característico,5. Característico,3. Pouco característico,5. Característico,3. Pouco característico,6.Muito característico,3. Pouco característico,5. Característico,6.Muito característico,6.Muito característico,5. Característico,6.Muito característico,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,5. Característico,5. Característico,6.Muito característico,121.0,Média
7728f34ed1,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,6.Muito característico,6.Muito característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,2. Muito pouco característico,6.Muito característico,5. Característico,5. Característico,5. Característico,5. Característico,125.0,Média
dcdfff62b6,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,125.0,Média
78eb958bbd,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,1. Nada característico,1. Nada característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,162.0,Alta
8087f191e4,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,175.0,Alta
79930ef647,3. Pouco característico,4. Indiferente,3. Pouco característico,5. Característico,6.Muito característico,6.Muito característico,4. Indiferente,6.Muito característico,7. Totalmente característico,6.Muito característico,6.Muito característico,5. Característico,5. Característico,4. Indiferente,4. Indiferente,7. Totalmente característico,5. Característico,6.Muito característico,5. Característico,4. Indiferente,5. Característico,5. Característico,7. Totalmente característico,6.Muito característico,3. Pouco característico,127.0,Alta
7f0b22ba1e,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,5. Característico,5. Característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,1. Nada característico,1. Nada característico,156.0,Alta
689decb647,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,6.Muito característico,6.Muito característico,5. Característico,3. Pouco característico,6.Muito característico,6.Muito característico,4. Indiferente,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,141.0,Alta
221e9d287b,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,144.0,Alta
ac99a775dd,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,147.0,Alta
4b39e72e88,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,4. Indiferente,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,5. Característico,6.Muito característico,6.Muito característico,6.Muito característico,144.0,Alta
e2b56ed602,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,4. Indiferente,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,148.0,Alta
000dbab129,6.Muito característico,4. Indiferente,3. Pouco característico,6.Muito característico,3. Pouco característico,6.Muito característico,3. Pouco característico,6.Muito característico,5. Característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,135.0,Alta
ea75b6aad6,3. Pouco característico,3. Pouco característico,6.Muito característico,5. Característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,3. Pouco característico,4. Indiferente,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,135.0,Alta
dbcd961c94,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,125.0,Média
aee5337f97,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,2. Muito pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,143.0,Alta
748452a88a,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,3. Pouco característico,5. Característico,3. Pouco característico,5. Característico,3. Pouco característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,4. Indiferente,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,118.0,Média
34a6f68320,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,6.Muito característico,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,144.0,Alta
328932b438,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,125.0,Média
09b1c752a4,7. Totalmente característico,6.Muito característico,4. Indiferente,7. Totalmente característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,166.0,Alta
a0ac84d923,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,4. Indiferente,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,148.0,Alta
71e193e965,1. Nada característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,1. Nada característico,7. Totalmente característico,1. Nada característico,5. Característico,3. Pouco característico,7. Totalmente característico,7. Totalmente característico,1. Nada característico,7. Totalmente característico,7. Totalmente característico,1. Nada característico,7. Totalmente característico,7. Totalmente característico,1. Nada característico,131.0,Alta
7c9aab8031,5. Característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,7. Totalmente característico,3. Pouco característico,6.Muito característico,5. Característico,7. Totalmente característico,2. Muito pouco característico,5. Característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,3. Pouco característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,4. Indiferente,7. Totalmente característico,3. Pouco característico,7. Totalmente característico,6.Muito característico,6.Muito característico,141.0,Alta
9c7c520fc6,6.Muito característico,3. Pouco característico,7. Totalmente característico,6.Muito característico,5. Característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,5. Característico,7. Totalmente característico,2. Muito pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,147.0,Alta
2617e2c08d,7. Totalmente característico,7. Totalmente característico,6.Muito característico,6.Muito característico,5. Característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,2. Muito pouco característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,4. Indiferente,5. Característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,5. Característico,7. Totalmente característico,158.0,Alta
300ea279de,3. Pouco característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,3. Pouco característico,5. Característico,3. Pouco característico,3. Pouco característico,5. Característico,5. Característico,5. Característico,3. Pouco característico,5. Característico,6.Muito característico,5. Característico,4. Indiferente,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,4. Indiferente,4. Indiferente,5. Característico,117.0,Média
10fb178de5,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,5. Característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,5. Característico,6.Muito característico,148.0,Alta
47b86c4d80,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,4. Indiferente,6.Muito característico,4. Indiferente,4. Indiferente,4. Indiferente,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,5. Característico,6.Muito característico,6.Muito característico,6.Muito característico,4. Indiferente,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,139.0,Alta
5c7127fd30,6.Muito característico,6.Muito característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,2. Muito pouco característico,7. Totalmente característico,2. Muito pouco característico,7. Totalmente característico,6.Muito característico,2. Muito pouco característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,4. Indiferente,4. Indiferente,7. Totalmente característico,7. Totalmente característico,6.Muito característico,6.Muito característico,6.Muito característico,145.0,Alta
5b1e589167,6.Muito característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,1. Nada característico,7. Totalmente característico,2. Muito pouco característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,6.Muito característico,5. Característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,156.0,Alta
ff0ebeaf3f,3. Pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,3. Pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,3. Pouco característico,3. Pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,54.0,Baixa
d1b17cac4b,7. Totalmente característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,1. Nada característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,162.0,Alta
d8823e3021,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,147.0,Alta
8c380655f8,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,3. Pouco característico,5. Característico,5. Característico,5. Característico,3. Pouco característico,5. Característico,6.Muito característico,6.Muito característico,5. Característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,5. Característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,141.0,Alta
38b4fb2c52,7. Totalmente característico,7. Totalmente característico,6.Muito característico,6.Muito característico,6.Muito característico,7. Totalmente característico,2. Muito pouco característico,7. Totalmente característico,6.Muito característico,6.Muito característico,1. Nada característico,1. Nada característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,7. Totalmente característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,141.0,Alta
a839119007,6.Muito característico,6.Muito característico,6.Muito característico,4. Indiferente,6.Muito característico,6.Muito característico,4. Indiferente,6.Muito característico,3. Pouco característico,6.Muito característico,4. Indiferente,6.Muito característico,6.Muito característico,6.Muito característico,4. Indiferente,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,5. Característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,138.0,Alta
44c73ccb4e,7. Totalmente característico,5. Característico,7. Totalmente característico,5. Característico,7. Totalmente característico,7. Totalmente característico,3. Pouco característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,1. Nada característico,7. Totalmente característico,7. Totalmente característico,5. Característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,2. Muito pouco característico,7. Totalmente característico,7. Totalmente característico,3. Pouco característico,146.0,Alta
5c78db4269,3. Pouco característico,3. Pouco característico,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,6.Muito característico,3. Pouco característico,4. Indiferente,3. Pouco característico,6.Muito característico,6.Muito característico,4. Indiferente,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,128.0,Alta
fa8eb8bc21,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,174.0,Alta
79800540cf,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,175.0,Alta
e3e1aab4f2,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,6.Muito característico,5. Característico,6.Muito característico,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,140.0,Alta
d4bb83e192,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,2. Muito pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,140.0,Alta
ff89a708fd,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,5. Característico,7. Totalmente característico,5. Característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,2. Muito pouco característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,6.Muito característico,161.0,Alta
2a1ffa9391,7. Totalmente característico,1. Nada característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,2. Muito pouco característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,1. Nada característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,158.0,Alta
7cf27cca71,7. Totalmente característico,7. Totalmente característico,4. Indiferente,7. Totalmente característico,4. Indiferente,5. Característico,6.Muito característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,5. Característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,5. Característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,5. Característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,155.0,Alta
be443a7404,7. Totalmente característico,4. Indiferente,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,2. Muito pouco característico,7. Totalmente característico,2. Muito pouco característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,1. Nada característico,1. Nada característico,7. Totalmente característico,7. Totalmente característico,4. Indiferente,7. Totalmente característico,7. Totalmente característico,147.0,Alta
2161f9e040,1. Nada característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,4. Indiferente,7. Totalmente característico,166.0,Alta
4932ee84a1,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,1. Nada característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,168.0,Alta
23bd066c6a,5. Característico,5. Característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,5. Característico,4. Indiferente,6.Muito característico,7. Totalmente característico,7. Totalmente característico,5. Característico,5. Característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,5. Característico,7. Totalmente característico,7. Totalmente característico,5. Característico,7. Totalmente característico,1. Nada característico,7. Totalmente característico,7. Totalmente característico,5. Característico,149.0,Alta
b18e2de493,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,1. Nada característico,7. Totalmente característico,1. Nada característico,7. Totalmente característico,5. Característico,7. Totalmente característico,3. Pouco característico,7. Totalmente característico,7. Totalmente característico,5. Característico,5. Característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,153.0,Alta
f1c81659bb,7. Totalmente característico,5. Característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,2. Muito pouco característico,2. Muito pouco característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,1. Nada característico,5. Característico,7. Totalmente característico,7. Totalmente característico,155.0,Alta
acb7fc0479,7. Totalmente característico,2. Muito pouco característico,2. Muito pouco característico,5. Característico,6.Muito característico,7. Totalmente característico,5. Característico,7. Totalmente característico,4. Indiferente,7. Totalmente característico,2. Muito pouco característico,4. Indiferente,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,5. Característico,7. Totalmente característico,5. Característico,2. Muito pouco característico,1. Nada característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,1. Nada característico,128.0,Alta
6aade985f0,1. Nada característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,169.0,Alta
6bbcfc7eb7,7. Totalmente característico,5. Característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,6.Muito característico,4. Indiferente,6.Muito característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,1. Nada característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,159.0,Alta
e38c83ab57,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,4. Indiferente,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,172.0,Alta
